Decidim Commentable ID,Body
12131,"Essa é uma discussão muito sensível! Necessária, mas que pede cautela. Nossos dados de saúde são extremamente sensíveis e com grande aporte discriminatório se não utilizado de forma ética. Acho que precisamos dar alguns passos antes, como o de empoderar a juventudes sobre educação digital e proteção de dados, por exemplo. Aí sim conseguimos falar de autodeterminação informativa para cessão de informações. Se quiser contribuir com minha proposta: gid://decide/Decidim::Proposals::Proposal/11856"
12257,"Show!! Parabéns Davi, sucesso pra você."
5239,"Tamo junto, obrigado pelo seu apoio, Lucas! "
12310,Gostaria muito que houvesse oportunidades como essas no meu momento! Você é 10 Marta! Parabéns!
11717,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real:
gid://decide/Decidim::Proposals::Proposal/12295
"
5243,"Vamos unir forças para que ela seja tirada do papel, Rafael! "
12176,CEP DIGITAL! Interessante. Tem exemplos de iniciativas como essa em outros locais?
5246,O pensamento é exatamente este Welves! Vamos buscar essas mudanças para que nossos jovens trilhem um caminho virtuoso e esperançoso! 
5248,"Exato! E hoje temos muitos jovens talentosos em comunidades e que não possuem um espaço estruturado e aberturas suficientes para que possam praticar e aperfeiçoar suas habilidades, precisamos dar esse direito a nossa juventude! "
5266,"Exatamente Durval! Temos que lutar para termos esses espaços a disposição da juventude, é melhor termos nossos jovens se destacando em algum esporte ou vivendo uma vida mais saúdavel do que vê-los no mundo do crime ou até mesmo perdidos no tráfico. "
5274,"Excelente, essa é a linha de pensamento Caio! "
5281,"Concordo Gerson! O governo tem que buscar não só construir mas também manter esses espaços, pois não ter um espaço sem condições de uso, mas vamos cobrar isso pois é nosso direito como jovens! "
11846,"Amigo, parabéns pela proposta! Achei muito interessante e instigadora, pois incluir a juventude nos debates sobre políticas públicas é crucial. Suas perspectivas frescas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei maravilhado com sua proposta! Peço que se possível, veja a minha proposta também e se achar útil vote a favor também e comente sua opinião, pois todos nós juntos iremos ampliar nossos debates e trazer a real transformação que queremos ver em nossa nação: 
gid://decide/Decidim::Proposals::Proposal/12295
"
5287,"Obrigado pelo apoio, Wanderson! "
11741,"Parabéns pela sua proposta, minha amiga! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11880,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11640,"Minha amiga, aceite meus mais sinceros parabéns pela sua proposta! Achei que era uma noção incrivelmente instigante e intrigante, pois envolver os jovens no discurso em torno das políticas públicas é de extrema importância. As suas perspectivas únicas e ideias inovadoras resultam frequentemente em soluções dinâmicas para as questões sociais que enfrentamos. Fiquei impressionado com sua proposta e votei com entusiasmo! Peço humildemente que você reserve um momento para revisar minha proposta também e, se achar que ela é útil, também vote a favor e forneça sua valiosa contribuição. Juntos, podemos expandir o âmbito dos nossos debates e realizar as transformações tangíveis de que a nossa nação tanto necessita: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11791,"Caro amigo, aceite meus mais sinceros parabéns pela sua proposta! Achei que era uma noção incrivelmente instigante e intrigante, pois envolver os jovens no discurso em torno das políticas públicas é de extrema importância. As suas perspectivas únicas e ideias inovadoras resultam frequentemente em soluções dinâmicas para as questões sociais que enfrentamos. Fiquei impressionado com sua proposta e votei com entusiasmo! Peço humildemente que você reserve um momento para revisar minha proposta também e, se achar que ela é útil, também vote a favor e forneça sua valiosa contribuição. Juntos, podemos expandir o âmbito dos nossos debates e realizar as transformações tangíveis de que a nossa nação tanto necessita: 
gid://decide/Decidim::Proposals::Proposal/12295
"
12300,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real:
gid://decide/Decidim::Proposals::Proposal/12295
"
11961,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!
Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11681,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real:
gid://decide/Decidim::Proposals::Proposal/12295
"
5317,"Muito obrigado, Suellen! "
5369,"Obrigado, João! "
5384,"Muito obrigado, Dani! "
5483,👏👏
11899,"Caro amigo, aceite meus mais sinceros parabéns pela sua proposta! Achei que era uma noção incrivelmente instigante e intrigante, pois envolver os jovens no discurso em torno das políticas públicas é de extrema importância. As suas perspectivas únicas e ideias inovadoras resultam frequentemente em soluções dinâmicas para as questões sociais que enfrentamos. Fiquei impressionado com sua proposta e votei com entusiasmo! Peço humildemente que você reserve um momento para revisar minha proposta também e, se achar que ela é útil, também vote a favor e forneça sua valiosa contribuição. Juntos, podemos expandir o âmbito dos nossos debates e realizar as transformações tangíveis de que a nossa nação tanto necessita: 
gid://decide/Decidim::Proposals::Proposal/12295
"
12035,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11822,Incrível!!!
11712,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
12262,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real:
gid://decide/Decidim::Proposals::Proposal/12295
"
12280,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11657,"Meu amigo, aceite meus mais sinceros parabéns pela sua proposta! Achei-o intelectualmente estimulante e instigante, pois destaca a importância de envolver os jovens no discurso em torno das políticas públicas. As suas perspectivas únicas e ideias inovadoras oferecem soluções dinâmicas para os complexos desafios sociais que a nossa sociedade enfrenta. Tive o prazer de votar a favor da sua proposta e fiquei profundamente impressionado com ela. Neste espírito de colaboração e apoio mútuo, ficaria muito grato se você pudesse reservar um momento para revisar minha própria proposta e, se achar que é valiosa, oferecer seu endosso e feedback. Juntos, podemos expandir o âmbito das nossas discussões e trabalhar no sentido de concretizar a mudança transformadora que imaginamos para o nosso país.
gid://decide/Decidim::Proposals::Proposal/12295
"
13201,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
12230,"Amiga, parabéns pela proposta! Achei muito interessante e instigadora, pois incluir a juventude nos debates sobre políticas públicas é crucial. Suas perspectivas frescas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei maravilhado com sua proposta! Peço que se possível, veja a minha proposta também e se achar útil vote a favor também e comente sua opinião, pois todos nós juntos iremos ampliar nossos debates e trazermos a real transformação que queremos ver em nossa nação: 
gid://decide/Decidim::Proposals::Proposal/12295
"
13111,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
11905,"Amigo, parabéns pela proposta! Achei muito interessante e instigadora, pois incluir a juventude nos debates sobre políticas públicas é crucial. Suas perspectivas frescas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei maravilhado com sua proposta! Peço que se possível, veja a minha proposta também e se achar útil vote a favor também e comente sua opinião, pois todos nós juntos iremos ampliar nossos debates e trazermos a real transformação que queremos ver em nossa nação: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11746,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11645,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11933,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real:
gid://decide/Decidim::Proposals::Proposal/12295
"
11854,"Minha amiga, aceite meus mais sinceros parabéns pela sua proposta! Achei-o intelectualmente estimulante e instigante, pois destaca a importância de envolver os jovens no discurso em torno das políticas públicas. As suas perspectivas únicas e ideias inovadoras oferecem soluções dinâmicas para os complexos desafios sociais que a nossa sociedade enfrenta. Tive o prazer de votar a favor da sua proposta e fiquei profundamente impressionado com ela. Neste espírito de colaboração e apoio mútuo, ficaria muito grato se você pudesse reservar um momento para revisar minha própria proposta e, se achar que é valiosa, oferecer seu endosso e feedback. Juntos, podemos expandir o âmbito das nossas discussões e trabalhar no sentido de concretizar a mudança transformadora que imaginamos para o nosso país.
gid://decide/Decidim::Proposals::Proposal/12295
"
11982,"Meu amigo, aceite meus mais sinceros parabéns pela sua proposta! Achei-o intelectualmente estimulante e instigante, pois destaca a importância de envolver os jovens no discurso em torno das políticas públicas. As suas perspectivas únicas e ideias inovadoras oferecem soluções dinâmicas para os complexos desafios sociais que a nossa sociedade enfrenta. Tive o prazer de votar a favor da sua proposta e fiquei profundamente impressionado com ela. Neste espírito de colaboração e apoio mútuo, ficaria muito grato se você pudesse reservar um momento para revisar minha própria proposta e, se achar que é valiosa, oferecer seu endosso e feedback. Juntos, podemos expandir o âmbito das nossas discussões e trabalhar no sentido de concretizar a mudança transformadora que imaginamos para o nosso país.
gid://decide/Decidim::Proposals::Proposal/12295
"
11853,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
13109,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
12277,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
11784,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante, pois é vital envolver os jovens nos debates sobre políticas públicas. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real:
gid://decide/Decidim::Proposals::Proposal/12295
"
11849,"Parabéns pela sua proposta, meu amigo! Achei isto muito interessante e instigante!. Suas perspectivas novas e inovadoras trazem soluções dinâmicas para desafios sociais. Votei e fiquei surpreso com sua proposta! Peço que, se possível, você também dê uma olhada na minha proposta e se achar útil, vote a favor e dê a sua opinião, porque juntos vamos todos ampliar o nosso debate e concretizar o que queremos ver no nosso país Mudança real: 
gid://decide/Decidim::Proposals::Proposal/12295
"
12262,"Excelente proposta. A juventude, de forma flural precisa participar dos debates políticos e sociais nas escolas. Precisamos diversificar as ideias e remover o debate único que existe hoje entregue à esquerda. "
12128,Proposta muito importante e necessária!!!
5852,"Oi, Yuri. Muito obrigado por seu apoio. Precisamos nos unir e formar uma frente ampla para a construção desta conferência! Abraço fraterno!"
5887,"Oi, Emanoel. Muito obrigado por seu apoio. Precisamos nos unir e formar uma frente ampla para a construção desta conferência! Abraço fraterno!"
12272,"Proposta excelente, iniciativa incrível!"
11839,"Parabéns pela iniciativa tem o meu total apoio, votado! Me ajude na minha também gid://decide/Decidim::Proposals::Proposal/12274"
12243,"Parabéns pela iniciativa tem o meu total apoio, votado! Me ajude na minha também gid://decide/Decidim::Proposals::Proposal/12274"
13107,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13110,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13200,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
13199,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
13105,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13106,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13198,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
13103,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13102,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13101,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13100,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
16356,obg
13099,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13197,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
13098,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13095,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13096,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13093,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13094,"Ótima preposta. deixei meu voto

deixe o seu na minha também.


gid://decide/Decidim::Proposals::Proposal/11651"
13148,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
13125,Ótima proposta!!! 
11922,Ótima proposta!!
13211,"Nessa proposta estaria incluso passeios culturais guiados, como visitas a reservas indígenas, sítios arqueológicos e museus, interação com os povos indígenas para aprenderem sobre suas culturas, tradições e desafios, implementação do estudo da história indígena na matriz escolar desde cedo, além de subsídios para permitir viagens culturais, tornando assim essas experiências acessíveis e inclusivas."
16401,Obrigado
18527,"Obrigado
votei já"
16364,Obrigado
12402,"Proposta maravilhosa, parabéns!"
12932,Parabéns!!!!
11922,Ótima proposta apoiado
11865,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
12744,"Excelente, proposta muito a favor."
12300,"Muito boa a proposta! Parabéns!

"
13051,Excelente !
12262,Parabéns pela proposta! Apoiado! JPV PR
12893,"Top, merece"
13214,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
12578,Parabéns pela proposta! Muito boa!
13213,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13212,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13220,"Votado!!! Parabéns, vote em minha proposta: gid://decide/Decidim::Proposals::Proposal/12035"
13210,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13209,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13208,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13207,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13206,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13205,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13169,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13122,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13219,muito importante a ideia
13203,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13204,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13223,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13143,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13057,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13088,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13194,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13220,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13222,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13219,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13221,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13217,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13146,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13075,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
12876,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13215,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13211,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13216,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13189,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13188,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13186,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13185,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13177,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13154,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13159,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13140,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13128,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13126,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13116,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13102,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13100,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
12899,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13072,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13184,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13183,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13182,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13181,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13180,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
12927,Ótimo! Boa!!! 👏🏼👏🏼👏🏼
13179,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13139,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13113,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13086,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13074,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13178,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
12927,Parabéns pela iniciativa.  Precisamos de gente com propostas inteligentes assim para tornar o Brasil um país melhor e mais igualitário.
13176,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13175,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13173,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13172,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13171,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13170,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
15353,"Opa, Leandro! Obrigado irmão!"
15442,Obrigado pela mensagem e apoio! 
12941,Muito bom!
13165,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13166,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13160,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13155,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13134,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13114,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13055,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13048,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13109,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13083,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
13234,otima proposta!!!
12935,Excelente proposta 
13158,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13157,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13156,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13158,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13153,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13152,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
16618,Não há custos definidos a proposta.. obrigado por sua mensagem e apoio!
13148,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13151,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13147,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13150,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13149,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13125,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13145,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13144,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13142,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13141,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13138,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13136,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13137,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13135,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
13133,"Apoiada

deixe seu voto na minha 

gid://decide/Decidim::Proposals::Proposal/11873"
